# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5564150	5565658	-	QPZ84424.1			bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase			MPAO1_26355	1509	502	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5565740	5566825	+					queG		MPAO1_26360	1086		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5565740	5566825	+	QPZ84425.1			tRNA epoxyqueuosine(34) reductase QueG	queG		MPAO1_26360	1086	361	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5566859	5567401	-							MPAO1_26365	543		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5566859	5567401	-	QPZ84426.1			oligoribonuclease			MPAO1_26365	543	180	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5567513	5568532	+							MPAO1_26370	1020		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5567513	5568532	+	QPZ84427.1			ribosome small subunit-dependent GTPase			MPAO1_26370	1020	339	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5568536	5569579	-					motB		MPAO1_26375	1044		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5568536	5569579	-	QPZ84428.1			motility protein MotB	motB		MPAO1_26375	1044	347	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5569599	5570450	-					motA		MPAO1_26380	852		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5569599	5570450	-	QPZ84429.1			flagellar motor stator protein MotA	motA		MPAO1_26380	852	283	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5570591	5572102	+							MPAO1_26385	1512		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5570591	5572102	+	QPZ84430.1			HDOD domain-containing protein			MPAO1_26385	1512	503	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5572177	5572992	+							MPAO1_26390	816		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5572177	5572992	+	QPZ84431.1			thiosulfate--cyanide sulfurtransferase			MPAO1_26390	816	271	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5572996	5573865	+							MPAO1_26395	870		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5572996	5573865	+	QPZ84432.1			phosphatidylserine decarboxylase proenzyme			MPAO1_26395	870	289	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5574018	5574203	-							MPAO1_26400	186		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5574018	5574203	-	QPZ84433.1			hypothetical protein			MPAO1_26400	186	61	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5574543	5576006	+							MPAO1_26405	1464		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5574543	5576006	+	QPZ85225.1			molecular chaperone			MPAO1_26405	1464	487	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5576071	5578146	+							MPAO1_26410	2076		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5576071	5578146	+	QPZ84434.1			EAL domain-containing protein			MPAO1_26410	2076	691	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5578233	5579522	-					serB		MPAO1_26415	1290		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5578233	5579522	-	QPZ84435.1			phosphoserine phosphatase SerB	serB		MPAO1_26415	1290	429	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5579668	5581206	+							MPAO1_26420	1539		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5579668	5581206	+	QPZ84436.1			histidine kinase			MPAO1_26420	1539	512	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5581203	5581739	+							MPAO1_26425	537		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5581203	5581739	+	QPZ84437.1			metal-dependent hydrolase			MPAO1_26425	537	178	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5581797	5582507	-							MPAO1_26430	711		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5581797	5582507	-	QPZ84438.1			membrane integrity-associated transporter subunit PqiC			MPAO1_26430	711	236	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5582800	5585064	-							MPAO1_26435	2265		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5582800	5585064	-	QPZ84439.1			DNA topoisomerase 4 subunit A			MPAO1_26435	2265	754	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5585072	5585596	-							MPAO1_26440	525		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5585072	5585596	-	QPZ84440.1			TIGR02281 family clan AA aspartic protease			MPAO1_26440	525	174	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5585593	5586606	-							MPAO1_26445	1014		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5585593	5586606	-	QPZ84441.1			DNA topoisomerase IV			MPAO1_26445	1014	337	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5586606	5588495	-					parE		MPAO1_26450	1890		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5586606	5588495	-	QPZ84442.1			DNA topoisomerase IV subunit B	parE		MPAO1_26450	1890	629	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5588507	5589127	-							MPAO1_26455	621		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5588507	5589127	-	QPZ84443.1			alpha/beta fold hydrolase			MPAO1_26455	621	206	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5589259	5590077	-							MPAO1_26460	819		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5589259	5590077	-	QPZ84444.1			3',5'-cyclic-AMP phosphodiesterase			MPAO1_26460	819	272	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5590231	5590689	-							MPAO1_26465	459		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5590231	5590689	-	QPZ84445.1			DUF1249 domain-containing protein			MPAO1_26465	459	152	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5590680	5591297	-							MPAO1_26470	618		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5590680	5591297	-	QPZ84446.1			NUDIX domain-containing protein			MPAO1_26470	618	205	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5591540	5592286	+							MPAO1_26475	747		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5591540	5592286	+	QPZ84447.1			DUF3298 domain-containing protein			MPAO1_26475	747	248	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5592340	5594223	-							MPAO1_26480	1884		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5592340	5594223	-	QPZ84448.1			phosphomethylpyrimidine synthase			MPAO1_26480	1884	627	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5594679	5596127	+							MPAO1_26485	1449		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5594679	5596127	+	QPZ84449.1			efflux transporter outer membrane subunit OpmH			MPAO1_26485	1449	482	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5596193	5596897	-							MPAO1_26490	705		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5596193	5596897	-	QPZ84450.1			flavodoxin family protein			MPAO1_26490	705	234	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5596948	5598129	-							MPAO1_26495	1182		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5596948	5598129	-	QPZ84451.1			arginine--pyruvate aminotransferase AruH			MPAO1_26495	1182	393	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5598152	5599831	-							MPAO1_26500	1680		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5598152	5599831	-	QPZ84452.1			5-guanidino-2-oxopentanoate decarboxylase			MPAO1_26500	1680	559	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5599873	5601963	-							MPAO1_26505	2091		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5599873	5601963	-	QPZ84453.1			CoA-binding protein			MPAO1_26505	2091	696	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5602030	5603190	-							MPAO1_26510	1161		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5602030	5603190	-	QPZ84454.1			acyl-CoA dehydrogenase			MPAO1_26510	1161	386	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5603211	5604002	-							MPAO1_26515	792		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5603211	5604002	-	QPZ84455.1			enoyl-CoA hydratase/isomerase family protein			MPAO1_26515	792	263	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5604261	5605673	-							MPAO1_26520	1413		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5604261	5605673	-	QPZ84456.1			amino acid permease			MPAO1_26520	1413	470	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5605857	5608109	-							MPAO1_26525	2253		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5605857	5608109	-	QPZ84457.1			hybrid sensor histidine kinase/response regulator			MPAO1_26525	2253	750	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5608106	5608882	-							MPAO1_26530	777		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5608106	5608882	-	QPZ84458.1			amino acid ABC transporter substrate-binding protein			MPAO1_26530	777	258	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5608886	5609620	-							MPAO1_26535	735		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5608886	5609620	-	QPZ84459.1			DNA-binding response regulator			MPAO1_26535	735	244	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5609738	5610385	-							MPAO1_26540	648		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5609738	5610385	-	QPZ84460.1			TetR family transcriptional regulator			MPAO1_26540	648	215	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5610462	5611553	-							MPAO1_26545	1092		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5610462	5611553	-	QPZ84461.1			ABC transporter substrate-binding protein			MPAO1_26545	1092	363	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5611727	5613673	+							MPAO1_26550	1947		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5611727	5613673	+	QPZ84462.1			FAD-dependent oxidoreductase			MPAO1_26550	1947	648	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5613751	5614350	+							MPAO1_26555	600		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5613751	5614350	+	QPZ84463.1			cupin domain-containing protein			MPAO1_26555	600	199	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5614399	5615676	-							MPAO1_26560	1278		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5614399	5615676	-	QPZ84464.1			3-deoxy-D-manno-octulosonic acid transferase			MPAO1_26560	1278	425	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5615712	5616596	-							MPAO1_26565	885		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5615712	5616596	-	QPZ84465.1			LysR family transcriptional regulator			MPAO1_26565	885	294	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5616681	5617013	+							MPAO1_26570	333		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5616681	5617013	+	QPZ84466.1			multidrug transporter			MPAO1_26570	333	110	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5617074	5618249	+							MPAO1_26575	1176		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5617074	5618249	+	QPZ84467.1			FAD-dependent oxidoreductase			MPAO1_26575	1176	391	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5618246	5619058	+							MPAO1_26580	813		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5618246	5619058	+	QPZ84468.1			aldo/keto reductase			MPAO1_26580	813	270	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5619227	5620147	+							MPAO1_26585	921		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5619227	5620147	+	QPZ84469.1			metal ABC transporter ATPase			MPAO1_26585	921	306	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5620172	5621380	-							MPAO1_26590	1209		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5620172	5621380	-	QPZ84470.1			acyl-CoA dehydrogenase			MPAO1_26590	1209	402	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5621429	5622718	-							MPAO1_26595	1290		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5621429	5622718	-	QPZ84471.1			acyl-CoA dehydrogenase			MPAO1_26595	1290	429	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5622846	5624270	-							MPAO1_26600	1425		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5622846	5624270	-	QPZ84472.1			bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase			MPAO1_26600	1425	474	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5624311	5626122	-							MPAO1_26605	1812		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5624311	5626122	-	QPZ84473.1			lipid A export ATP-binding/permease MsbA			MPAO1_26605	1812	603	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5626230	5626880	+							MPAO1_26610	651		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5626230	5626880	+	QPZ84474.1			toluene tolerance protein			MPAO1_26610	651	216	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5626888	5628093	+							MPAO1_26615	1206		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5626888	5628093	+	QPZ84475.1			O-antigen ligase WaaL			MPAO1_26615	1206	401	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5628112	5628996	-							MPAO1_26620	885		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5628112	5628996	-	QPZ84476.1			glycosyltransferase			MPAO1_26620	885	294	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5629157	5630113	-							MPAO1_26625	957		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5629157	5630113	-	QPZ84477.1			glycosyltransferase family 1 protein			MPAO1_26625	957	318	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5630186	5631604	-							MPAO1_26630	1419		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5630186	5631604	-	QPZ84478.1			PIG-L family deacetylase			MPAO1_26630	1419	472	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5631608	5632504	-							MPAO1_26635	897		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5631608	5632504	-	QPZ84479.1			GNAT family N-acetyltransferase			MPAO1_26635	897	298	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5632498	5633634	-							MPAO1_26640	1137		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5632498	5633634	-	QPZ84480.1			glycosyltransferase			MPAO1_26640	1137	378	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5633618	5635375	-							MPAO1_26645	1758		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5633618	5635375	-	QPZ84481.1			carbamoyltransferase			MPAO1_26645	1758	585	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5635479	5636957	-							MPAO1_26650	1479		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5635479	5636957	-	QPZ84482.1			serine/threonine protein kinase			MPAO1_26650	1479	492	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5636954	5637712	-							MPAO1_26655	759		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5636954	5637712	-	QPZ84483.1			lipopolysaccharide kinase			MPAO1_26655	759	252	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5637709	5638443	-							MPAO1_26660	735		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5637709	5638443	-	QPZ84484.1			heptose kinase			MPAO1_26660	735	244	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5638443	5639249	-					rfaP		MPAO1_26665	807		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5638443	5639249	-	QPZ84485.1			lipopolysaccharide core heptose(I) kinase RfaP	rfaP		MPAO1_26665	807	268	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5639246	5640367	-							MPAO1_26670	1122		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5639246	5640367	-	QPZ84486.1			UDP-glucose--(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG			MPAO1_26670	1122	373	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5640364	5641431	-					waaC		MPAO1_26675	1068		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5640364	5641431	-	QPZ84487.1			lipopolysaccharide heptosyltransferase I	waaC		MPAO1_26675	1068	355	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5641428	5642465	-					waaF		MPAO1_26680	1038		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5641428	5642465	-	QPZ84488.1			lipopolysaccharide heptosyltransferase II	waaF		MPAO1_26680	1038	345	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5642525	5643448	-							MPAO1_26685	924		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5642525	5643448	-	QPZ84489.1			branched chain amino acid aminotransferase			MPAO1_26685	924	307	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5643504	5646452	-							MPAO1_26690	2949		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5643504	5646452	-	QPZ84490.1			bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase			MPAO1_26690	2949	982	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5646734	5649382	+							MPAO1_26695	2649		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5646734	5649382	+	QPZ84491.1			pyruvate dehydrogenase E1 component			MPAO1_26695	2649	882	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5649376	5649567	+							MPAO1_26700	192		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5649376	5649567	+	QPZ84492.1			methyltransferase			MPAO1_26700	192	63	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5649527	5651170	+							MPAO1_26705	1644		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5649527	5651170	+	QPZ84493.1			dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex			MPAO1_26705	1644	547	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5651215	5651514	+							MPAO1_26710	300		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5651215	5651514	+	QPZ84494.1			hypothetical protein			MPAO1_26710	300	99	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5651588	5654287	+							MPAO1_26715	2700		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5651588	5654287	+	QPZ84495.1			EAL domain-containing protein			MPAO1_26715	2700	899	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5654381	5655028	+							MPAO1_26720	648		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5654381	5655028	+	QPZ84496.1			peptide-methionine (S)-S-oxide reductase			MPAO1_26720	648	215	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5655032	5655868	-					rlmJ		MPAO1_26725	837		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5655032	5655868	-	QPZ84497.1			23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	rlmJ		MPAO1_26725	837	278	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5656171	5657973	+							MPAO1_26730	1803		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5656171	5657973	+	QPZ84498.1			acyl-CoA dehydrogenase			MPAO1_26730	1803	600	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5657964	5658164	+							MPAO1_26735	201		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5657964	5658164	+	QPZ84499.1			acyl-CoA dehydrogenase			MPAO1_26735	201	66	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5658266	5660008	+							MPAO1_26740	1743		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5658266	5660008	+	QPZ84500.1			K+/H+ antiporter NhaP2			MPAO1_26740	1743	580	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5660100	5663456	+					mscK		MPAO1_26745	3357		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5660100	5663456	+	QPZ84501.1			mechanosensitive channel MscK	mscK		MPAO1_26745	3357	1118	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5663523	5664983	+							MPAO1_26750	1461		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5663523	5664983	+	QPZ84502.1			YdiU family protein			MPAO1_26750	1461	486	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5665134	5666108	+							MPAO1_26755	975		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5665134	5666108	+	QPZ84503.1			sulfite exporter TauE/SafE family protein			MPAO1_26755	975	324	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5666229	5667506	+							MPAO1_26760	1278		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5666229	5667506	+	QPZ84504.1			bifunctional O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase			MPAO1_26760	1278	425	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5667597	5668049	+							MPAO1_26765	453		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5667597	5668049	+	QPZ84505.1			DUF4442 domain-containing protein			MPAO1_26765	453	150	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5668162	5668977	+							MPAO1_26770	816		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5668162	5668977	+	QPZ84506.1			universal stress protein			MPAO1_26770	816	271	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5668999	5669766	-							MPAO1_26775	768		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5668999	5669766	-	QPZ84507.1			ParA family protein			MPAO1_26775	768	255	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5669857	5670762	-							MPAO1_26780	906		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5669857	5670762	-	QPZ84508.1			LysR family transcriptional regulator			MPAO1_26780	906	301	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5670938	5672254	+							MPAO1_26785	1317		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5670938	5672254	+	QPZ84509.1			MFS transporter			MPAO1_26785	1317	438	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5672282	5673211	-							MPAO1_26790	930		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5672282	5673211	-	QPZ84510.1			SDR family NAD(P)-dependent oxidoreductase			MPAO1_26790	930	309	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5673323	5674396	+							MPAO1_26795	1074		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5673323	5674396	+	QPZ84511.1			AraC family transcriptional regulator			MPAO1_26795	1074	357	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5674470	5675450	+							MPAO1_26800	981		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5674470	5675450	+	QPZ84512.1			hypothetical protein			MPAO1_26800	981	326	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5675571	5676638	-							MPAO1_26805	1068		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5675571	5676638	-	QPZ84513.1			uroporphyrinogen decarboxylase			MPAO1_26805	1068	355	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5676815	5678248	-							MPAO1_26810	1434		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5676815	5678248	-	QPZ84514.1			glutamate synthase small subunit			MPAO1_26810	1434	477	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5678277	5682722	-							MPAO1_26815	4446		
